id,partida_id,jogador_id,clube_id,tipo_evento,tipo_gol,minuto
883,116,250,20,Substituição,,
884,116,13,2,Substituição,,
885,116,17,2,Gol,Normal,56
886,116,24,2,Substituição,,
887,116,331,20,Entrou,,
888,116,413,20,Entrou,,
889,116,418,2,Entrou,,
890,116,384,2,Entrou,,
891,117,180,15,Gol,Normal,79
892,117,184,15,Substituição,,
893,117,319,15,Gol,Normal,23
894,117,319,15,Gol,Normal,58
895,117,279,5,Substituição,,
896,117,54,5,Gol,Normal,74
897,117,306,5,Substituição,,
898,117,323,15,Entrou,,
899,117,56,5,Entrou,,
900,117,57,5,Entrou,,
901,118,116,10,Substituição,,
902,118,349,18,Substituição,,
903,118,119,10,Entrou,,
904,118,420,18,Entrou,,
905,119,141,12,Gol,Normal,10
906,119,144,12,Substituição,,
907,119,302,16,Substituição,,
908,119,397,12,Entrou,,
909,119,199,16,Entrou,,
910,120,301,19,Gol,Normal,65
911,120,30,3,Substituição,,
912,120,335,3,Substituição,,
913,120,423,3,Entrou,,
914,120,338,3,Entrou,,
915,121,104,9,Substituição,,
916,121,105,9,Substituição,,
917,121,166,14,Substituição,,
918,121,297,14,Gol,Normal,13
919,121,170,14,Substituição,,
920,121,424,9,Entrou,,
921,121,360,9,Entrou,,
922,121,173,14,Entrou,,
923,121,308,14,Entrou,,
924,122,7,1,Gol,Normal,15
925,122,7,1,Gol,Normal,89
926,122,270,7,Substituição,,
927,122,82,7,Substituição,,
928,122,293,7,Entrou,,
929,122,84,7,Entrou,,
930,123,412,11,Substituição,,
931,123,310,11,Gol,Normal,15
932,123,382,11,Substituição,,
933,123,156,13,Substituição,,
934,123,159,13,Substituição,,
935,123,132,11,Entrou,,
936,123,147,11,Entrou,,
937,123,321,13,Entrou,,
938,123,318,13,Entrou,,
939,123,318,13,Gol,Normal,71
940,124,388,7,Gol,Normal,
941,124,270,7,Substituição,,
942,124,290,7,Gol,Normal,48
943,124,259,12,Substituição,,
944,124,141,12,Substituição,,
945,124,84,7,Entrou,,
946,124,397,12,Entrou,,
947,124,427,12,Entrou,,
948,125,364,18,Substituição,,
949,125,428,18,Substituição,,
950,125,223,18,Gol,Normal,81
951,125,221,18,Gol,Normal,65
952,125,41,4,Substituição,,
953,125,303,4,Substituição,,
954,125,213,18,Entrou,,
955,125,349,18,Entrou,,
956,125,43,4,Entrou,,
957,125,44,4,Entrou,,
958,126,41,4,Substituição,,
959,126,47,4,Substituição,,
960,126,96,7,Substituição,,
961,126,290,7,Substituição,,
962,126,43,4,Entrou,,
963,126,429,4,Entrou,,
964,126,430,7,Entrou,,
965,126,270,7,Entrou,,
966,127,59,5,Gol,Normal,30
967,127,94,8,Substituição,,
968,127,394,8,Entrou,,
969,128,106,9,Substituição,,
970,128,367,9,Substituição,,
971,128,177,15,Substituição,,
972,128,175,15,Substituição,,
973,128,183,15,Gol,Normal,20
974,128,183,15,Gol,Normal,90
975,128,107,9,Entrou,,
976,128,289,9,Entrou,,
977,128,431,15,Entrou,,
978,128,432,15,Entrou,,
979,129,166,14,Substituição,,
980,129,357,14,Substituição,,
981,129,256,10,Substituição,,
982,129,118,10,Substituição,,
983,129,164,14,Entrou,,
984,129,308,14,Entrou,,
985,129,308,14,Gol,Normal,74
986,129,119,10,Entrou,,
987,129,433,10,Entrou,,
988,130,28,3,Gol,Penalti,60
989,130,30,3,Substituição,,
990,130,276,3,Cartão Amarelo,,
991,130,338,3,Substituição,,
992,130,238,20,Cartão Amarelo,,
993,130,239,20,Cartão Amarelo,,
994,130,249,20,Substituição,,
995,130,356,20,Gol,Normal,22
996,130,423,3,Entrou,,
997,130,335,3,Entrou,,
998,130,242,20,Entrou,,
999,131,207,17,Substituição,,
1000,131,406,17,Substituição,,
1001,131,407,2,Substituição,,
1002,131,205,17,Entrou,,
1003,131,292,17,Entrou,,
1004,131,251,2,Entrou,,
1005,132,434,12,Gol,Normal,45
1006,132,434,12,Substituição,,
1007,132,220,18,Substituição,,
1008,132,397,12,Entrou,,
1009,132,435,18,Entrou,,
1010,133,125,11,Substituição,,
1011,133,282,11,Substituição,,
1012,133,193,16,Gol,Normal,60
1013,133,147,11,Entrou,,
1014,133,310,11,Entrou,,
1015,134,9,1,Gol,Normal,40
1016,134,410,1,Substituição,,
1017,134,158,13,Gol,Normal,12
1018,134,351,13,Substituição,,
1019,134,10,1,Entrou,,
1020,134,156,13,Entrou,,
1021,135,300,19,Gol,Normal,28
1022,135,301,19,Gol,Normal,36
1023,135,60,6,Substituição,,
1024,135,65,6,Gol,Normal,69
1025,135,324,6,Substituição,,
1026,135,436,6,Entrou,,
1027,135,69,6,Entrou,,
1028,136,399,4,Substituição,,
1029,136,41,4,Gol,Normal,74
1030,136,47,4,Substituição,,
1031,136,48,4,Gol,Normal,12
1032,136,48,4,Cartão Vermelho,,
1033,136,369,4,Cartão Vermelho,,
1034,136,225,19,Cartão Vermelho,,
1035,136,226,19,Cartão Vermelho,,
1036,136,233,19,Substituição,,
1037,136,232,19,Substituição,,
1038,136,40,4,Entrou,,
1039,136,43,4,Entrou,,
1040,136,437,19,Entrou,,
1041,136,227,19,Entrou,,
1042,137,112,10,Gol,Normal,60
1043,137,123,10,Substituição,,
1044,137,433,10,Substituição,,
1045,137,198,16,Substituição,,
1046,137,302,16,Substituição,,
1047,137,119,10,Entrou,,
1048,137,350,10,Entrou,,
1049,137,191,16,Entrou,,
1050,137,195,16,Entrou,,
1051,138,296,14,Gol,Normal,53
1052,138,166,14,Gol,Normal,82
1053,138,357,14,Substituição,,
1054,138,173,14,Substituição,,
1055,138,338,3,Substituição,,
1056,138,164,14,Entrou,,
1057,138,308,14,Entrou,,
1058,138,377,3,Entrou,,
1059,139,21,2,Gol,Normal,28
1060,139,21,2,Substituição,,
1061,139,355,2,Entrou,,
1062,140,96,7,Substituição,,
1063,140,80,7,Gol,Normal,52
1064,140,290,7,Substituição,,
1065,140,116,10,Gol,Normal,12
1066,140,116,10,Substituição,,
1067,140,293,7,Entrou,,
1068,140,84,7,Entrou,,
1069,140,119,10,Entrou,,
1070,141,157,13,Substituição,,
1071,141,351,13,Gol,Normal,70
1072,141,159,13,Substituição,,
1073,141,141,12,Substituição,,
1074,141,143,12,Substituição,,
1075,141,156,13,Entrou,,
1076,141,321,13,Entrou,,
1077,141,390,12,Entrou,,
1078,141,434,12,Entrou,,
1079,142,412,11,Gol,Normal,70
1080,142,147,11,Gol,Normal,74
1081,142,132,11,Substituição,,
1082,142,91,8,Substituição,,
1083,142,94,8,Substituição,,
1084,142,284,11,Entrou,,
1085,142,394,8,Entrou,,
1086,142,385,8,Entrou,,
1087,143,212,18,Substituição,,
1088,143,214,18,Substituição,,
1089,143,219,18,Gol,Normal,57
1090,143,221,18,Gol,Normal,61
1091,143,67,6,Gol,Normal,42
1092,143,68,6,Substituição,,
1093,143,324,6,Substituição,,
1094,143,344,6,Gol,Normal,8
1095,143,271,18,Entrou,,
1096,143,213,18,Entrou,,
1097,143,353,6,Entrou,,
1098,143,69,6,Entrou,,
1099,144,232,19,Substituição,,
1100,144,300,19,Gol,Normal,9
1101,144,301,19,Substituição,,
1102,144,9,1,Substituição,,
1103,144,438,1,Substituição,,
1104,144,404,19,Entrou,,
1105,144,230,19,Entrou,,
1106,144,230,19,Gol,Normal,88
1107,144,337,1,Entrou,,
1108,144,10,1,Entrou,,
1109,145,239,20,Gol,Normal,29
1110,145,242,20,Substituição,,
1111,145,246,20,Gol,Normal,44
1112,145,246,20,Gol,Normal,53
1113,145,246,20,Substituição,,
1114,145,356,20,Gol,Normal,35
1115,145,100,9,Substituição,,
1116,145,252,9,Gol,Normal,3
1117,145,413,20,Entrou,,
1118,145,245,20,Entrou,,
1119,145,245,20,Gol,Normal,85
1120,145,99,9,Entrou,,
1121,146,207,17,Substituição,,
1122,146,208,17,Gol,Normal,56
1123,146,359,5,Cartão Vermelho,,
1124,146,54,5,Substituição,,
1125,146,340,5,Cartão Vermelho,,
1126,146,209,17,Entrou,,
1127,146,361,5,Entrou,,
1128,147,327,9,Gol,Normal,
1129,147,108,9,Gol,Normal,76
1130,147,108,9,Substituição,,
1131,147,107,9,Gol,Normal,54
1132,147,231,19,Substituição,,
1133,147,301,19,Substituição,,
1134,147,367,9,Entrou,,
1135,147,230,19,Entrou,,
1136,147,234,19,Entrou,,
1137,148,8,1,Substituição,,
1138,148,411,1,Gol,Normal,15
1139,148,411,1,Gol,Normal,44
1140,148,411,1,Gol,Normal,47
1141,148,207,17,Substituição,,
1142,148,208,17,Gol,Normal,77
1143,148,391,1,Entrou,,
1144,148,291,17,Entrou,,
1145,149,125,11,Substituição,,
1146,149,132,11,Substituição,,
1147,149,147,11,Gol,Normal,62
1148,149,134,11,Cartão Vermelho,,
1149,149,177,15,Cartão Vermelho,,
1150,149,176,15,Gol,Normal,65
1151,149,322,15,Substituição,,
1152,149,196,15,Substituição,,
1153,149,310,11,Entrou,,
1154,149,328,11,Entrou,,
1155,149,178,15,Entrou,,
1156,149,323,15,Entrou,,
1157,150,28,3,Substituição,,
1158,150,335,3,Gol,Normal,89
1159,150,33,3,Gol,Normal,2
1160,150,34,3,Gol,Normal,17
1161,150,34,3,Substituição,,
1162,150,276,3,Gol,Normal,50
1163,150,276,3,Gol,Normal,75
1164,150,268,16,Substituição,,
1165,150,302,16,Gol,Normal,79
1166,150,193,16,Substituição,,
1167,150,275,3,Entrou,,
1168,150,378,3,Entrou,,
1169,150,380,16,Entrou,,
1170,150,199,16,Entrou,,
1171,151,160,13,Substituição,,
1172,151,351,13,Substituição,,
1173,151,156,13,Entrou,,
1174,151,321,13,Entrou,,
1175,152,113,10,Cartão Vermelho,,
1176,152,112,10,Substituição,,
1177,152,116,10,Substituição,,
1178,152,87,8,Gol,Normal,53
1179,152,346,8,Cartão Vermelho,,
1180,152,394,8,Substituição,,
1181,152,94,8,Gol,Normal,9
1182,152,95,8,Gol,Normal,73
1183,152,433,10,Entrou,,
1184,152,119,10,Entrou,,
1185,152,119,10,Gol,Normal,85
1186,152,441,8,Entrou,,
1187,153,142,12,Substituição,,
1188,153,145,12,Substituição,,
1189,153,442,12,Gol,Normal,33
1190,153,357,14,Substituição,,
1191,153,297,14,Substituição,,
1192,153,140,12,Entrou,,
1193,153,144,12,Entrou,,
1194,153,443,14,Entrou,,
1195,153,444,14,Entrou,,
1196,154,252,9,Gol,Normal,70
1197,154,252,9,Substituição,,
1198,154,96,7,Substituição,,
1199,154,82,7,Gol,Normal,66
1200,154,367,9,Entrou,,
1201,154,445,7,Entrou,,
1202,155,312,17,Substituição,,
1203,155,406,17,Substituição,,
1204,155,65,6,Substituição,,
1205,155,325,6,Substituição,,
1206,155,344,6,Gol,Normal,70
1207,155,205,17,Entrou,,
1208,155,209,17,Entrou,,
1209,155,368,6,Entrou,,
1210,155,69,6,Entrou,,
1211,156,447,4,Substituição,,
1212,156,429,4,Entrou,,
1213,157,407,2,Gol,Normal,59
1214,157,24,2,Gol,Normal,71
1215,157,21,2,Substituição,,
1216,157,221,18,Substituição,,
1217,157,393,2,Entrou,,
1218,157,420,18,Entrou,,
1219,158,186,16,Substituição,,
1220,158,194,16,Gol,Normal,60
1221,158,199,16,Gol,Normal,21
1222,158,199,16,Gol,Normal,83
1223,158,57,5,Gol,Normal,31
1224,158,340,5,Substituição,,
1225,158,72,5,Substituição,,
1226,158,449,16,Entrou,,
1227,158,361,5,Entrou,,
1228,158,306,5,Entrou,,
1229,159,300,19,Gol,Normal,18
1230,159,301,19,Substituição,,
1231,159,230,19,Entrou,,
1232,160,166,14,Substituição,,
1233,160,357,14,Substituição,,
1234,160,41,4,Substituição,,
1235,160,443,14,Entrou,,
1236,160,308,14,Entrou,,
1237,160,272,4,Entrou,,
1238,161,89,8,Substituição,,
1239,161,91,8,Gol,Normal,90
1240,161,95,8,Substituição,,
1241,161,21,2,Substituição,,
1242,161,20,2,Gol,Normal,28
1243,161,381,8,Entrou,,
1244,161,385,8,Entrou,,
1245,161,393,2,Entrou,,
1246,162,430,7,Substituição,,
1247,162,405,7,Substituição,,
1248,162,282,11,Gol,Normal,11
1249,162,284,11,Gol,Normal,33
1250,162,284,11,Substituição,,
1251,162,293,7,Entrou,,
1252,162,270,7,Entrou,,
1253,162,310,11,Entrou,,
1254,163,330,20,Substituição,,
1255,163,246,20,Gol,Normal,2
1256,163,246,20,Gol,Normal,51
1257,163,142,12,Substituição,,
1258,163,144,12,Gol,Normal,63
1259,163,145,12,Substituição,,
1260,163,245,20,Entrou,,
1261,163,259,12,Entrou,,
1262,163,434,12,Entrou,,
1263,164,68,6,Substituição,,
1264,164,344,6,Gol,Normal,50
1265,164,344,6,Gol,Normal,68
1266,164,325,6,Substituição,,
1267,164,319,15,Substituição,,
1268,164,182,15,Substituição,,
1269,164,324,6,Entrou,,
1270,164,69,6,Entrou,,
1271,164,322,15,Entrou,,
1272,164,323,15,Entrou,,
1273,165,292,17,Substituição,,
1274,165,263,17,Substituição,,
1275,165,116,10,Substituição,,
1276,165,117,10,Substituição,,
1277,165,452,10,Gol,Normal,86
1278,165,207,17,Entrou,,
1279,165,291,17,Entrou,,
1280,165,119,10,Entrou,,
1281,165,433,10,Entrou,,
1282,166,438,1,Substituição,,
1283,166,295,14,Substituição,,
1284,166,308,14,Substituição,,
1285,166,257,1,Entrou,,
1286,166,164,14,Entrou,,
1287,166,166,14,Entrou,,
1288,167,219,18,Gol,Normal,36
1289,167,221,18,Substituição,,
1290,167,52,5,Cartão Vermelho,,
1291,167,453,5,Cartão Vermelho,,
1292,167,54,5,Substituição,,
1293,167,340,5,Substituição,,
1294,167,349,18,Entrou,,
1295,167,359,5,Entrou,,
1296,167,57,5,Entrou,,
1297,168,327,9,Substituição,,
1298,168,367,9,Substituição,,
1299,168,194,16,Substituição,,
1300,168,454,9,Entrou,,
1301,168,253,9,Entrou,,
1302,168,455,16,Entrou,,
1303,169,28,3,Substituição,,
1304,169,335,3,Substituição,,
1305,169,377,3,Gol,Normal,57
1306,169,34,3,Gol,Normal,25
1307,169,34,3,Gol,Normal,80
1308,169,158,13,Gol,Normal,46
1309,169,372,13,Substituição,,
1310,169,275,3,Entrou,,
1311,169,30,3,Entrou,,
1312,169,321,13,Entrou,,
1313,170,285,13,Gol,Normal,25
1314,170,160,13,Gol,Normal,41
1315,170,351,13,Substituição,,
1316,170,327,9,Substituição,,
1317,170,121,9,Substituição,,
1318,170,252,9,Gol,Normal,62
1319,170,156,13,Entrou,,
1320,170,454,9,Entrou,,
1321,170,424,9,Entrou,,
1322,171,219,18,Substituição,,
1323,171,221,18,Substituição,,
1324,171,377,3,Substituição,,
1325,171,349,18,Entrou,,
1326,171,224,18,Entrou,,
1327,171,456,3,Entrou,,
1328,172,126,11,Gol,Normal,
1329,172,282,11,Gol,Normal,11
1330,172,282,11,Gol,Normal,64
1331,172,284,11,Substituição,,
1332,172,297,14,Substituição,,
1333,172,308,14,Substituição,,
1334,172,132,11,Entrou,,
1335,172,166,14,Entrou,,
1336,172,444,14,Entrou,,
1337,173,441,8,Substituição,,
1338,173,401,8,Substituição,,
1339,173,94,8,Gol,Normal,86
1340,173,94,8,Gol,Normal,88
1341,173,68,6,Substituição,,
1342,173,325,6,Gol,Normal,52
1343,173,346,8,Entrou,,
1344,173,346,8,Gol,Normal,83
1345,173,457,8,Entrou,,
1346,173,353,6,Entrou,,
1347,174,451,10,Substituição,,
1348,174,452,10,Substituição,,
1349,174,356,20,Substituição,,
1350,174,109,10,Entrou,,
1351,174,350,10,Entrou,,
1352,174,242,20,Entrou,,
1353,175,290,7,Substituição,,
1354,175,83,7,Substituição,,
1355,175,355,2,Gol,Normal,26
1356,175,355,2,Substituição,,
1357,175,293,7,Entrou,,
1358,175,82,7,Entrou,,
1359,175,393,2,Entrou,,
1360,176,259,12,Cartão Vermelho,,
1361,176,143,12,Substituição,,
1362,176,144,12,Substituição,,
1363,176,299,15,Cartão Vermelho,,
1364,176,179,15,Cartão Vermelho,,
1365,176,184,15,Substituição,,
1366,176,183,15,Substituição,,
1367,176,323,15,Gol,Normal,38
1368,176,142,12,Entrou,,
1369,176,397,12,Entrou,,
1370,176,375,15,Entrou,,
1371,176,196,15,Entrou,,
1372,177,9,1,Gol,Normal,28
1373,177,411,1,Substituição,,
1374,177,193,16,Substituição,,
1375,177,194,16,Substituição,,
1376,177,10,1,Entrou,,
1377,177,267,16,Entrou,,
1378,177,455,16,Entrou,,
1379,178,231,19,Substituição,,
1380,178,301,19,Substituição,,
1381,178,230,19,Entrou,,
1382,178,234,19,Entrou,,
1383,179,42,4,Substituição,,
1384,179,370,4,Substituição,,
1385,179,45,4,Gol,Normal,3
1386,179,45,4,Gol,Normal,79
1387,179,207,17,Substituição,,
1388,179,263,17,Substituição,,
1389,179,463,4,Entrou,,
1390,179,48,4,Entrou,,
1391,179,206,17,Entrou,,
1392,179,291,17,Entrou,,
1393,180,375,15,Substituição,,
1394,180,465,15,Entrou,,
1395,181,164,14,Gol,Normal,38
1396,181,169,14,Substituição,,
1397,181,173,14,Substituição,,
1398,181,352,14,Gol,Normal,61
1399,181,352,14,Gol,Normal,70
1400,181,355,2,Substituição,,
1401,181,443,14,Entrou,,
1402,181,308,14,Entrou,,
1403,181,21,2,Entrou,,
1404,181,21,2,Gol,Normal,86
1405,182,194,16,Gol,Normal,25
1406,182,194,16,Substituição,,
1407,182,40,4,Substituição,,
1408,182,455,16,Entrou,,
1409,182,399,4,Entrou,,
1410,183,155,13,Substituição,,
1411,183,158,13,Gol,Normal,45
1412,183,158,13,Gol,Normal,88
1413,183,160,13,Gol,Normal,80
1414,183,469,13,Substituição,,
1415,183,148,10,Substituição,,
1416,183,256,10,Substituição,,
1417,183,157,13,Entrou,,
1418,183,321,13,Entrou,,
1419,183,433,10,Entrou,,
1420,183,459,10,Entrou,,
1421,184,228,19,Gol,Normal,61
1422,184,301,19,Substituição,,
1423,184,126,11,Gol,Gol Contra,86
1424,184,129,11,Substituição,,
1425,184,247,19,Entrou,,
1426,184,382,11,Entrou,,
1427,185,91,8,Gol,Normal,34
1428,185,441,8,Substituição,,
1429,185,401,8,Substituição,,
1430,185,141,12,Substituição,,
1431,185,142,12,Substituição,,
1432,185,143,12,Gol,Normal,55
1433,185,346,8,Entrou,,
1434,185,457,8,Entrou,,
1435,185,427,12,Entrou,,
1436,185,145,12,Entrou,,
1437,186,276,3,Substituição,,
1438,186,179,15,Substituição,,
1439,186,184,15,Substituição,,
1440,186,378,3,Entrou,,
1441,186,196,15,Entrou,,
1442,186,323,15,Entrou,,
1443,187,23,1,Gol,Normal,14
1444,187,271,18,Substituição,,
1445,187,473,18,Substituição,,
1446,187,212,18,Entrou,,
1447,187,474,18,Entrou,,
1448,188,461,5,Substituição,,
1449,188,453,5,Gol,Normal,54
1450,188,54,5,Gol,Normal,52
1451,188,244,20,Gol,Normal,48
1452,188,413,20,Gol,Normal,25
1453,188,356,20,Substituição,,
1454,188,361,5,Entrou,,
1455,188,242,20,Entrou,,
1456,189,207,17,Substituição,,
1457,189,208,17,Substituição,,
1458,189,102,9,Gol,Gol Contra,63
1459,189,252,9,Gol,Normal,43
1460,189,107,9,Gol,Normal,88
1461,189,291,17,Entrou,,
1462,189,475,17,Entrou,,
1463,190,270,7,Substituição,,
1464,190,82,7,Substituição,,
1465,190,84,7,Cartão Vermelho,,
1466,190,325,6,Substituição,,
1467,190,293,7,Entrou,,
1468,190,83,7,Entrou,,
1469,190,69,6,Entrou,,
1470,191,172,13,Substituição,,
1471,191,160,13,Gol,Normal,15
1472,191,351,13,Substituição,,
1473,191,17,2,Substituição,,
1474,191,24,2,Gol,Normal,52
1475,191,21,2,Substituição,,
1476,191,156,13,Entrou,,
1477,191,321,13,Entrou,,
1478,191,393,2,Entrou,,
1479,191,384,2,Entrou,,
1480,192,319,15,Gol,Normal,77
1481,192,182,15,Substituição,,
1482,192,437,19,Substituição,,
1483,192,231,19,Gol,Normal,90
1484,192,477,19,Substituição,,
1485,192,323,15,Entrou,,
1486,192,225,19,Entrou,,
1487,192,230,19,Entrou,,
1488,193,66,6,Substituição,,
1489,193,476,6,Substituição,,
1490,193,413,20,Substituição,,
1491,193,330,20,Substituição,,
1492,193,398,6,Entrou,,
1493,193,353,6,Entrou,,
1494,193,242,20,Entrou,,
1495,193,356,20,Entrou,,
1496,194,30,3,Gol,Normal,14
1497,194,33,3,Gol,Normal,10
1498,194,474,18,Substituição,,
1499,194,221,18,Entrou,,
1500,194,221,18,Gol,Normal,65
1501,195,427,12,Substituição,,
1502,195,472,12,Gol,Normal,51
1503,195,143,12,Substituição,,
1504,195,59,5,Gol,Normal,25
1505,195,141,12,Entrou,,
1506,195,145,12,Entrou,,
1507,196,282,11,Gol,Normal,41
1508,196,381,8,Substituição,,
1509,196,89,8,Entrou,,
1510,197,239,20,Substituição,,
1511,197,330,20,Substituição,,
1512,197,130,11,Gol,Normal,49
1513,197,130,11,Cartão Vermelho,,
1514,197,132,11,Gol,Normal,89
1515,197,134,11,Substituição,,
1516,197,356,20,Entrou,,
1517,197,245,20,Entrou,,
1518,197,245,20,Cartão Vermelho,,
1519,197,125,11,Entrou,,
1520,198,346,8,Substituição,,
1521,198,92,8,Gol,Normal,65
1522,198,92,8,Substituição,,
1523,198,63,6,Substituição,,
1524,198,441,8,Entrou,,
1525,198,401,8,Entrou,,
1526,198,273,6,Entrou,,
1527,199,361,5,Gol,Normal,71
1528,199,54,5,Gol,Normal,55
1529,199,54,5,Gol,Normal,79
1530,199,180,15,Gol,Normal,64
1531,199,319,15,Gol,Normal,10
1532,199,319,15,Gol,Normal,14
1533,199,196,15,Substituição,,
1534,199,182,15,Substituição,,
1535,199,323,15,Entrou,,
1536,199,465,15,Entrou,,
1537,200,235,19,Substituição,,
1538,200,301,19,Substituição,,
1539,200,442,12,Substituição,,
1540,200,143,12,Gol,Normal,50
1541,200,143,12,Substituição,,
1542,200,230,19,Entrou,,
1543,200,247,19,Entrou,,
1544,200,397,12,Entrou,,
1545,200,481,12,Entrou,,
1546,201,428,18,Substituição,,
1547,201,219,18,Gol,Normal,50
1548,201,435,18,Substituição,,
1549,201,172,13,Substituição,,
1550,201,160,13,Substituição,,
1551,201,474,18,Entrou,,
1552,201,474,18,Gol,Normal,72
1553,201,420,18,Entrou,,
1554,201,156,13,Entrou,,
1555,201,321,13,Entrou,,
1556,202,17,2,Substituição,,
1557,202,21,2,Gol,Normal,57
1558,202,21,2,Substituição,,
1559,202,33,3,Gol,Normal,48
1560,202,377,3,Substituição,,
1561,202,393,2,Entrou,,
1562,202,384,2,Entrou,,
1563,202,384,2,Gol,Normal,87
1564,202,456,3,Entrou,,
1565,203,131,11,Substituição,,
1566,203,282,11,Gol,Normal,60
1567,203,68,6,Substituição,,
1568,203,310,11,Entrou,,
1569,203,324,6,Entrou,,
1570,204,176,15,Gol,Normal,13
1571,204,184,15,Substituição,,
1572,204,196,15,Gol,Normal,54
1573,204,196,15,Substituição,,
1574,204,141,12,Substituição,,
1575,204,145,12,Gol,Normal,53
1576,204,434,12,Substituição,,
1577,204,323,15,Entrou,,
1578,204,323,15,Gol,Normal,90
